"","TIME","GEO","SEX","CITIZEN","AGE","WSTATUS","UNIT","Value","isoref"
"325",2008,"Austria","Total","Total","From 15 to 64 years","Population","Thousand",5549300,"at"
"331",2008,"Austria","Males","Total","From 15 to 64 years","Population","Thousand",2761500,"at"
"337",2008,"Austria","Females","Total","From 15 to 64 years","Population","Thousand",2787800,"at"
"343",2008,"Poland","Total","Total","From 15 to 64 years","Population","Thousand",26265700,"pl"
"349",2008,"Poland","Males","Total","From 15 to 64 years","Population","Thousand",12930800,"pl"
"355",2008,"Poland","Females","Total","From 15 to 64 years","Population","Thousand",13334800,"pl"
"361",2008,"Portugal","Total","Total","From 15 to 64 years","Population","Thousand",7036200,"pt"
"367",2008,"Portugal","Males","Total","From 15 to 64 years","Population","Thousand",3445600,"pt"
"373",2008,"Portugal","Females","Total","From 15 to 64 years","Population","Thousand",3590600,"pt"
"379",2008,"Romania","Total","Total","From 15 to 64 years","Population","Thousand",15042300,"ro"
"385",2008,"Romania","Males","Total","From 15 to 64 years","Population","Thousand",7501000,"ro"
"391",2008,"Romania","Females","Total","From 15 to 64 years","Population","Thousand",7541300,"ro"
"397",2008,"Slovenia","Total","Total","From 15 to 64 years","Population","Thousand",1422000,"si"
"403",2008,"Slovenia","Males","Total","From 15 to 64 years","Population","Thousand",731500,"si"
"409",2008,"Slovenia","Females","Total","From 15 to 64 years","Population","Thousand",690500,"si"
"415",2008,"Slovakia","Total","Total","From 15 to 64 years","Population","Thousand",3891800,"sk"
"421",2008,"Slovakia","Males","Total","From 15 to 64 years","Population","Thousand",1939800,"sk"
"427",2008,"Slovakia","Females","Total","From 15 to 64 years","Population","Thousand",1952000,"sk"
"433",2008,"Finland","Total","Total","From 15 to 64 years","Population","Thousand",3513800,"fi"
"439",2008,"Finland","Males","Total","From 15 to 64 years","Population","Thousand",1765500,"fi"
"445",2008,"Finland","Females","Total","From 15 to 64 years","Population","Thousand",1748300,"fi"
"451",2008,"Sweden","Total","Total","From 15 to 64 years","Population","Thousand",6045800,"se"
"457",2008,"Sweden","Males","Total","From 15 to 64 years","Population","Thousand",3070900,"se"
"463",2008,"Sweden","Females","Total","From 15 to 64 years","Population","Thousand",2974900,"se"
"469",2008,"Iceland","Total","Total","From 15 to 64 years","Population","Thousand",204100,"is"
"475",2008,"Iceland","Males","Total","From 15 to 64 years","Population","Thousand",106100,"is"
"481",2008,"Iceland","Females","Total","From 15 to 64 years","Population","Thousand",97900,"is"
"487",2008,"Norway","Total","Total","From 15 to 64 years","Population","Thousand",3152300,"no"
"493",2008,"Norway","Males","Total","From 15 to 64 years","Population","Thousand",1603800,"no"
"499",2008,"Norway","Females","Total","From 15 to 64 years","Population","Thousand",1548500,"no"
"505",2008,"Switzerland","Total","Total","From 15 to 64 years","Population","Thousand",5171600,"ch"
"511",2008,"Switzerland","Males","Total","From 15 to 64 years","Population","Thousand",2597400,"ch"
"517",2008,"Switzerland","Females","Total","From 15 to 64 years","Population","Thousand",2574200,"ch"
"523",2008,"Montenegro","Total","Total","From 15 to 64 years","Population","Thousand",0,"me"
"529",2008,"Montenegro","Males","Total","From 15 to 64 years","Population","Thousand",0,"me"
"535",2008,"Montenegro","Females","Total","From 15 to 64 years","Population","Thousand",0,"me"
"541",2008,"Serbia","Total","Total","From 15 to 64 years","Population","Thousand",0,"rs"
"547",2008,"Serbia","Males","Total","From 15 to 64 years","Population","Thousand",0,"rs"
"553",2008,"Serbia","Females","Total","From 15 to 64 years","Population","Thousand",0,"rs"
"559",2008,"Turkey","Total","Total","From 15 to 64 years","Population","Thousand",45988300,"tr"
"565",2008,"Turkey","Males","Total","From 15 to 64 years","Population","Thousand",22821000,"tr"
"571",2008,"Turkey","Females","Total","From 15 to 64 years","Population","Thousand",23167300,"tr"
"577",2009,"Belgium","Total","Total","From 15 to 64 years","Population","Thousand",7125500,"be"
"583",2009,"Belgium","Males","Total","From 15 to 64 years","Population","Thousand",3582100,"be"
"589",2009,"Belgium","Females","Total","From 15 to 64 years","Population","Thousand",3543400,"be"
"595",2009,"Bulgaria","Total","Total","From 15 to 64 years","Population","Thousand",5121800,"bg"
"601",2009,"Bulgaria","Males","Total","From 15 to 64 years","Population","Thousand",2540100,"bg"
"607",2009,"Bulgaria","Females","Total","From 15 to 64 years","Population","Thousand",2581700,"bg"
"613",2009,"Czechia","Total","Total","From 15 to 64 years","Population","Thousand",7431000,"cz"
"619",2009,"Czechia","Males","Total","From 15 to 64 years","Population","Thousand",3760200,"cz"
"625",2009,"Czechia","Females","Total","From 15 to 64 years","Population","Thousand",3670800,"cz"
"631",2009,"Denmark","Total","Total","From 15 to 64 years","Population","Thousand",3615500,"dk"
"637",2009,"Denmark","Males","Total","From 15 to 64 years","Population","Thousand",1822800,"dk"
"643",2009,"Denmark","Females","Total","From 15 to 64 years","Population","Thousand",1792700,"dk"
"649",2009,"Estonia","Total","Total","From 15 to 64 years","Population","Thousand",899100,"ee"
"655",2009,"Estonia","Males","Total","From 15 to 64 years","Population","Thousand",437600,"ee"
"661",2009,"Estonia","Females","Total","From 15 to 64 years","Population","Thousand",461500,"ee"
"667",2009,"Ireland","Total","Total","From 15 to 64 years","Population","Thousand",3095600,"ie"
"673",2009,"Ireland","Males","Total","From 15 to 64 years","Population","Thousand",1550500,"ie"
"679",2009,"Ireland","Females","Total","From 15 to 64 years","Population","Thousand",1545200,"ie"
"685",2009,"Greece","Total","Total","From 15 to 64 years","Population","Thousand",7346000,"gr"
"691",2009,"Greece","Males","Total","From 15 to 64 years","Population","Thousand",3646500,"gr"
"697",2009,"Greece","Females","Total","From 15 to 64 years","Population","Thousand",3699500,"gr"
"703",2009,"Spain","Total","Total","From 15 to 64 years","Population","Thousand",31616700,"es"
"709",2009,"Spain","Males","Total","From 15 to 64 years","Population","Thousand",16005400,"es"
"715",2009,"Spain","Females","Total","From 15 to 64 years","Population","Thousand",15611400,"es"
"721",2009,"France","Total","Total","From 15 to 64 years","Population","Thousand",39849300,"fr"
"727",2009,"France","Males","Total","From 15 to 64 years","Population","Thousand",19589600,"fr"
"733",2009,"France","Females","Total","From 15 to 64 years","Population","Thousand",20259700,"fr"
"739",2009,"Croatia","Total","Total","From 15 to 64 years","Population","Thousand",2873700,"hr"
"745",2009,"Croatia","Males","Total","From 15 to 64 years","Population","Thousand",1435500,"hr"
"751",2009,"Croatia","Females","Total","From 15 to 64 years","Population","Thousand",1438200,"hr"
"757",2009,"Italy","Total","Total","From 15 to 64 years","Population","Thousand",38911800,"it"
"763",2009,"Italy","Males","Total","From 15 to 64 years","Population","Thousand",19345000,"it"
"769",2009,"Italy","Females","Total","From 15 to 64 years","Population","Thousand",19566700,"it"
"775",2009,"Cyprus","Total","Total","From 15 to 64 years","Population","Thousand",537800,"cy"
"781",2009,"Cyprus","Males","Total","From 15 to 64 years","Population","Thousand",257100,"cy"
"787",2009,"Cyprus","Females","Total","From 15 to 64 years","Population","Thousand",280700,"cy"
"793",2009,"Latvia","Total","Total","From 15 to 64 years","Population","Thousand",1453100,"lv"
"799",2009,"Latvia","Males","Total","From 15 to 64 years","Population","Thousand",697600,"lv"
"805",2009,"Latvia","Females","Total","From 15 to 64 years","Population","Thousand",755500,"lv"
"811",2009,"Lithuania","Total","Total","From 15 to 64 years","Population","Thousand",2154400,"lt"
"817",2009,"Lithuania","Males","Total","From 15 to 64 years","Population","Thousand",1039500,"lt"
"823",2009,"Lithuania","Females","Total","From 15 to 64 years","Population","Thousand",1114900,"lt"
"829",2009,"Luxembourg","Total","Total","From 15 to 64 years","Population","Thousand",329600,"lu"
"835",2009,"Luxembourg","Males","Total","From 15 to 64 years","Population","Thousand",167100,"lu"
"841",2009,"Luxembourg","Females","Total","From 15 to 64 years","Population","Thousand",162500,"lu"
"847",2009,"Hungary","Total","Total","From 15 to 64 years","Population","Thousand",6753700,"hu"
"853",2009,"Hungary","Males","Total","From 15 to 64 years","Population","Thousand",3304200,"hu"
"859",2009,"Hungary","Females","Total","From 15 to 64 years","Population","Thousand",3449400,"hu"
"865",2009,"Malta","Total","Total","From 15 to 64 years","Population","Thousand",285700,"mt"
"871",2009,"Malta","Males","Total","From 15 to 64 years","Population","Thousand",145100,"mt"
"877",2009,"Malta","Females","Total","From 15 to 64 years","Population","Thousand",140600,"mt"
"883",2009,"Netherlands","Total","Total","From 15 to 64 years","Population","Thousand",10969700,"nl"
"889",2009,"Netherlands","Males","Total","From 15 to 64 years","Population","Thousand",5511600,"nl"
"895",2009,"Netherlands","Females","Total","From 15 to 64 years","Population","Thousand",5458100,"nl"
"901",2009,"Austria","Total","Total","From 15 to 64 years","Population","Thousand",5558500,"at"
"907",2009,"Austria","Males","Total","From 15 to 64 years","Population","Thousand",2763700,"at"
"913",2009,"Austria","Females","Total","From 15 to 64 years","Population","Thousand",2794800,"at"
"919",2009,"Poland","Total","Total","From 15 to 64 years","Population","Thousand",26338300,"pl"
"925",2009,"Poland","Males","Total","From 15 to 64 years","Population","Thousand",12970700,"pl"
"931",2009,"Poland","Females","Total","From 15 to 64 years","Population","Thousand",13367600,"pl"
"937",2009,"Portugal","Total","Total","From 15 to 64 years","Population","Thousand",7029000,"pt"
"943",2009,"Portugal","Males","Total","From 15 to 64 years","Population","Thousand",3438200,"pt"
"949",2009,"Portugal","Females","Total","From 15 to 64 years","Population","Thousand",3590800,"pt"
"955",2009,"Romania","Total","Total","From 15 to 64 years","Population","Thousand",15028200,"ro"
"961",2009,"Romania","Males","Total","From 15 to 64 years","Population","Thousand",7494900,"ro"
"967",2009,"Romania","Females","Total","From 15 to 64 years","Population","Thousand",7533300,"ro"
"973",2009,"Slovenia","Total","Total","From 15 to 64 years","Population","Thousand",1413900,"si"
"979",2009,"Slovenia","Males","Total","From 15 to 64 years","Population","Thousand",726700,"si"
"985",2009,"Slovenia","Females","Total","From 15 to 64 years","Population","Thousand",687200,"si"
"991",2009,"Slovakia","Total","Total","From 15 to 64 years","Population","Thousand",3916600,"sk"
"997",2009,"Slovakia","Males","Total","From 15 to 64 years","Population","Thousand",1954200,"sk"
"1003",2009,"Slovakia","Females","Total","From 15 to 64 years","Population","Thousand",1962500,"sk"
"1009",2009,"Finland","Total","Total","From 15 to 64 years","Population","Thousand",3527300,"fi"
"1015",2009,"Finland","Males","Total","From 15 to 64 years","Population","Thousand",1773900,"fi"
"1021",2009,"Finland","Females","Total","From 15 to 64 years","Population","Thousand",1753400,"fi"
"1027",2009,"Sweden","Total","Total","From 15 to 64 years","Population","Thousand",6080200,"se"
"1033",2009,"Sweden","Males","Total","From 15 to 64 years","Population","Thousand",3087900,"se"
"1039",2009,"Sweden","Females","Total","From 15 to 64 years","Population","Thousand",2992300,"se"
"1045",2009,"Iceland","Total","Total","From 15 to 64 years","Population","Thousand",203900,"is"
"1051",2009,"Iceland","Males","Total","From 15 to 64 years","Population","Thousand",104500,"is"
"1057",2009,"Iceland","Females","Total","From 15 to 64 years","Population","Thousand",99300,"is"
"1063",2009,"Norway","Total","Total","From 15 to 64 years","Population","Thousand",3189900,"no"
"1069",2009,"Norway","Males","Total","From 15 to 64 years","Population","Thousand",1624400,"no"
"1075",2009,"Norway","Females","Total","From 15 to 64 years","Population","Thousand",1565500,"no"
"1081",2009,"Switzerland","Total","Total","From 15 to 64 years","Population","Thousand",5239600,"ch"
"1087",2009,"Switzerland","Males","Total","From 15 to 64 years","Population","Thousand",2637300,"ch"
"1093",2009,"Switzerland","Females","Total","From 15 to 64 years","Population","Thousand",2602400,"ch"
"1099",2009,"Montenegro","Total","Total","From 15 to 64 years","Population","Thousand",0,"me"
"1105",2009,"Montenegro","Males","Total","From 15 to 64 years","Population","Thousand",0,"me"
"1111",2009,"Montenegro","Females","Total","From 15 to 64 years","Population","Thousand",0,"me"
"1117",2009,"Serbia","Total","Total","From 15 to 64 years","Population","Thousand",0,"rs"
"1123",2009,"Serbia","Males","Total","From 15 to 64 years","Population","Thousand",0,"rs"
"1129",2009,"Serbia","Females","Total","From 15 to 64 years","Population","Thousand",0,"rs"
"1135",2009,"Turkey","Total","Total","From 15 to 64 years","Population","Thousand",46770800,"tr"
"1141",2009,"Turkey","Males","Total","From 15 to 64 years","Population","Thousand",23226100,"tr"
"1147",2009,"Turkey","Females","Total","From 15 to 64 years","Population","Thousand",23544800,"tr"
"1153",2010,"Belgium","Total","Total","From 15 to 64 years","Population","Thousand",7176800,"be"
"1159",2010,"Belgium","Males","Total","From 15 to 64 years","Population","Thousand",3607000,"be"
"1165",2010,"Belgium","Females","Total","From 15 to 64 years","Population","Thousand",3569800,"be"
"1171",2010,"Bulgaria","Total","Total","From 15 to 64 years","Population","Thousand",5079100,"bg"
"1177",2010,"Bulgaria","Males","Total","From 15 to 64 years","Population","Thousand",2547800,"bg"
"1183",2010,"Bulgaria","Females","Total","From 15 to 64 years","Population","Thousand",2531400,"bg"
"1189",2010,"Czechia","Total","Total","From 15 to 64 years","Population","Thousand",7399500,"cz"
"1195",2010,"Czechia","Males","Total","From 15 to 64 years","Population","Thousand",3743500,"cz"
"1201",2010,"Czechia","Females","Total","From 15 to 64 years","Population","Thousand",3656000,"cz"
"1207",2010,"Denmark","Total","Total","From 15 to 64 years","Population","Thousand",3618600,"dk"
"1213",2010,"Denmark","Males","Total","From 15 to 64 years","Population","Thousand",1823400,"dk"
"1219",2010,"Denmark","Females","Total","From 15 to 64 years","Population","Thousand",1795200,"dk"
"1225",2010,"Estonia","Total","Total","From 15 to 64 years","Population","Thousand",895300,"ee"
"1231",2010,"Estonia","Males","Total","From 15 to 64 years","Population","Thousand",436500,"ee"
"1237",2010,"Estonia","Females","Total","From 15 to 64 years","Population","Thousand",458800,"ee"
"1243",2010,"Ireland","Total","Total","From 15 to 64 years","Population","Thousand",3080900,"ie"
"1249",2010,"Ireland","Males","Total","From 15 to 64 years","Population","Thousand",1538100,"ie"
"1255",2010,"Ireland","Females","Total","From 15 to 64 years","Population","Thousand",1542800,"ie"
"1261",2010,"Greece","Total","Total","From 15 to 64 years","Population","Thousand",7289000,"gr"
"1267",2010,"Greece","Males","Total","From 15 to 64 years","Population","Thousand",3613100,"gr"
"1273",2010,"Greece","Females","Total","From 15 to 64 years","Population","Thousand",3675900,"gr"
"1279",2010,"Spain","Total","Total","From 15 to 64 years","Population","Thousand",31567400,"es"
"1285",2010,"Spain","Males","Total","From 15 to 64 years","Population","Thousand",15961600,"es"
"1291",2010,"Spain","Females","Total","From 15 to 64 years","Population","Thousand",15605700,"es"
"1297",2010,"France","Total","Total","From 15 to 64 years","Population","Thousand",39972600,"fr"
"1303",2010,"France","Males","Total","From 15 to 64 years","Population","Thousand",19651900,"fr"
"1309",2010,"France","Females","Total","From 15 to 64 years","Population","Thousand",20320700,"fr"
"1315",2010,"Croatia","Total","Total","From 15 to 64 years","Population","Thousand",2873000,"hr"
"1321",2010,"Croatia","Males","Total","From 15 to 64 years","Population","Thousand",1435400,"hr"
"1327",2010,"Croatia","Females","Total","From 15 to 64 years","Population","Thousand",1437600,"hr"
"1333",2010,"Italy","Total","Total","From 15 to 64 years","Population","Thousand",39028300,"it"
"1339",2010,"Italy","Males","Total","From 15 to 64 years","Population","Thousand",19381800,"it"
"1345",2010,"Italy","Females","Total","From 15 to 64 years","Population","Thousand",19646500,"it"
"1351",2010,"Cyprus","Total","Total","From 15 to 64 years","Population","Thousand",555100,"cy"
"1357",2010,"Cyprus","Males","Total","From 15 to 64 years","Population","Thousand",264600,"cy"
"1363",2010,"Cyprus","Females","Total","From 15 to 64 years","Population","Thousand",290400,"cy"
"1369",2010,"Latvia","Total","Total","From 15 to 64 years","Population","Thousand",1416800,"lv"
"1375",2010,"Latvia","Males","Total","From 15 to 64 years","Population","Thousand",679100,"lv"
"1381",2010,"Latvia","Females","Total","From 15 to 64 years","Population","Thousand",737700,"lv"
"1387",2010,"Lithuania","Total","Total","From 15 to 64 years","Population","Thousand",2127000,"lt"
"1393",2010,"Lithuania","Males","Total","From 15 to 64 years","Population","Thousand",1024200,"lt"
"1399",2010,"Lithuania","Females","Total","From 15 to 64 years","Population","Thousand",1102800,"lt"
"1405",2010,"Luxembourg","Total","Total","From 15 to 64 years","Population","Thousand",335200,"lu"
"1411",2010,"Luxembourg","Males","Total","From 15 to 64 years","Population","Thousand",169000,"lu"
"1417",2010,"Luxembourg","Females","Total","From 15 to 64 years","Population","Thousand",166300,"lu"
"1423",2010,"Hungary","Total","Total","From 15 to 64 years","Population","Thousand",6736000,"hu"
"1429",2010,"Hungary","Males","Total","From 15 to 64 years","Population","Thousand",3298900,"hu"
"1435",2010,"Hungary","Females","Total","From 15 to 64 years","Population","Thousand",3437100,"hu"
"1441",2010,"Malta","Total","Total","From 15 to 64 years","Population","Thousand",285400,"mt"
"1447",2010,"Malta","Males","Total","From 15 to 64 years","Population","Thousand",144700,"mt"
"1453",2010,"Malta","Females","Total","From 15 to 64 years","Population","Thousand",140700,"mt"
"1459",2010,"Netherlands","Total","Total","From 15 to 64 years","Population","Thousand",11017400,"nl"
"1465",2010,"Netherlands","Males","Total","From 15 to 64 years","Population","Thousand",5532600,"nl"
"1471",2010,"Netherlands","Females","Total","From 15 to 64 years","Population","Thousand",5484700,"nl"
"1477",2010,"Austria","Total","Total","From 15 to 64 years","Population","Thousand",5572100,"at"
"1483",2010,"Austria","Males","Total","From 15 to 64 years","Population","Thousand",2769300,"at"
"1489",2010,"Austria","Females","Total","From 15 to 64 years","Population","Thousand",2802700,"at"
"1495",2010,"Poland","Total","Total","From 15 to 64 years","Population","Thousand",25842000,"pl"
"1501",2010,"Poland","Males","Total","From 15 to 64 years","Population","Thousand",12887600,"pl"
"1507",2010,"Poland","Females","Total","From 15 to 64 years","Population","Thousand",12954400,"pl"
"1513",2010,"Portugal","Total","Total","From 15 to 64 years","Population","Thousand",7011700,"pt"
"1519",2010,"Portugal","Males","Total","From 15 to 64 years","Population","Thousand",3426100,"pt"
"1525",2010,"Portugal","Females","Total","From 15 to 64 years","Population","Thousand",3585600,"pt"
"1531",2010,"Romania","Total","Total","From 15 to 64 years","Population","Thousand",13796700,"ro"
"1537",2010,"Romania","Males","Total","From 15 to 64 years","Population","Thousand",6905500,"ro"
"1543",2010,"Romania","Females","Total","From 15 to 64 years","Population","Thousand",6891200,"ro"
"1549",2010,"Slovenia","Total","Total","From 15 to 64 years","Population","Thousand",1422300,"si"
"1555",2010,"Slovenia","Males","Total","From 15 to 64 years","Population","Thousand",731500,"si"
"1561",2010,"Slovenia","Females","Total","From 15 to 64 years","Population","Thousand",690700,"si"
"1567",2010,"Slovakia","Total","Total","From 15 to 64 years","Population","Thousand",3926200,"sk"
"1573",2010,"Slovakia","Males","Total","From 15 to 64 years","Population","Thousand",1960500,"sk"
"1579",2010,"Slovakia","Females","Total","From 15 to 64 years","Population","Thousand",1965700,"sk"
"1585",2010,"Finland","Total","Total","From 15 to 64 years","Population","Thousand",3536500,"fi"
"1591",2010,"Finland","Males","Total","From 15 to 64 years","Population","Thousand",1779000,"fi"
"1597",2010,"Finland","Females","Total","From 15 to 64 years","Population","Thousand",1757500,"fi"
"1603",2010,"Sweden","Total","Total","From 15 to 64 years","Population","Thousand",6102900,"se"
"1609",2010,"Sweden","Males","Total","From 15 to 64 years","Population","Thousand",3099900,"se"
"1615",2010,"Sweden","Females","Total","From 15 to 64 years","Population","Thousand",3003000,"se"
"1621",2010,"Iceland","Total","Total","From 15 to 64 years","Population","Thousand",203100,"is"
"1627",2010,"Iceland","Males","Total","From 15 to 64 years","Population","Thousand",102700,"is"
"1633",2010,"Iceland","Females","Total","From 15 to 64 years","Population","Thousand",100400,"is"
"1639",2010,"Norway","Total","Total","From 15 to 64 years","Population","Thousand",3229000,"no"
"1645",2010,"Norway","Males","Total","From 15 to 64 years","Population","Thousand",1646700,"no"
"1651",2010,"Norway","Females","Total","From 15 to 64 years","Population","Thousand",1582300,"no"
"1657",2010,"Switzerland","Total","Total","From 15 to 64 years","Population","Thousand",5287500,"ch"
"1663",2010,"Switzerland","Males","Total","From 15 to 64 years","Population","Thousand",2662500,"ch"
"1669",2010,"Switzerland","Females","Total","From 15 to 64 years","Population","Thousand",2625000,"ch"
"1675",2010,"Montenegro","Total","Total","From 15 to 64 years","Population","Thousand",0,"me"
"1681",2010,"Montenegro","Males","Total","From 15 to 64 years","Population","Thousand",0,"me"
"1687",2010,"Montenegro","Females","Total","From 15 to 64 years","Population","Thousand",0,"me"
"1693",2010,"Serbia","Total","Total","From 15 to 64 years","Population","Thousand",4805900,"rs"
"1699",2010,"Serbia","Males","Total","From 15 to 64 years","Population","Thousand",2379600,"rs"
"1705",2010,"Serbia","Females","Total","From 15 to 64 years","Population","Thousand",2426300,"rs"
"1711",2010,"Turkey","Total","Total","From 15 to 64 years","Population","Thousand",47532500,"tr"
"1717",2010,"Turkey","Males","Total","From 15 to 64 years","Population","Thousand",23620100,"tr"
"1723",2010,"Turkey","Females","Total","From 15 to 64 years","Population","Thousand",23912400,"tr"
"1729",2011,"Belgium","Total","Total","From 15 to 64 years","Population","Thousand",7219600,"be"
"1735",2011,"Belgium","Males","Total","From 15 to 64 years","Population","Thousand",3627900,"be"
"1741",2011,"Belgium","Females","Total","From 15 to 64 years","Population","Thousand",3591700,"be"
"1747",2011,"Bulgaria","Total","Total","From 15 to 64 years","Population","Thousand",5009900,"bg"
"1753",2011,"Bulgaria","Males","Total","From 15 to 64 years","Population","Thousand",2517000,"bg"
"1759",2011,"Bulgaria","Females","Total","From 15 to 64 years","Population","Thousand",2492900,"bg"
"1765",2011,"Czechia","Total","Total","From 15 to 64 years","Population","Thousand",7295800,"cz"
"1771",2011,"Czechia","Males","Total","From 15 to 64 years","Population","Thousand",3691100,"cz"
"1777",2011,"Czechia","Females","Total","From 15 to 64 years","Population","Thousand",3604700,"cz"
"1783",2011,"Denmark","Total","Total","From 15 to 64 years","Population","Thousand",3613300,"dk"
"1789",2011,"Denmark","Males","Total","From 15 to 64 years","Population","Thousand",1819900,"dk"
"1795",2011,"Denmark","Females","Total","From 15 to 64 years","Population","Thousand",1793400,"dk"
"1801",2011,"Estonia","Total","Total","From 15 to 64 years","Population","Thousand",890400,"ee"
"1807",2011,"Estonia","Males","Total","From 15 to 64 years","Population","Thousand",435100,"ee"
"1813",2011,"Estonia","Females","Total","From 15 to 64 years","Population","Thousand",455300,"ee"
"1819",2011,"Ireland","Total","Total","From 15 to 64 years","Population","Thousand",3065000,"ie"
"1825",2011,"Ireland","Males","Total","From 15 to 64 years","Population","Thousand",1527100,"ie"
"1831",2011,"Ireland","Females","Total","From 15 to 64 years","Population","Thousand",1537900,"ie"
"1837",2011,"Greece","Total","Total","From 15 to 64 years","Population","Thousand",7224300,"gr"
"1843",2011,"Greece","Males","Total","From 15 to 64 years","Population","Thousand",3576500,"gr"
"1849",2011,"Greece","Females","Total","From 15 to 64 years","Population","Thousand",3647800,"gr"
