"","TIME","GEO","SEX","CITIZEN","AGE","WSTATUS","UNIT","Value","isoref"
"441",2008,"Finland","Males","Total","From 15 to 64 years","Employed persons","Thousand",1291400,"fi"
"447",2008,"Finland","Females","Total","From 15 to 64 years","Employed persons","Thousand",1205800,"fi"
"453",2008,"Sweden","Total","Total","From 15 to 64 years","Employed persons","Thousand",4493800,"se"
"459",2008,"Sweden","Males","Total","From 15 to 64 years","Employed persons","Thousand",2356600,"se"
"465",2008,"Sweden","Females","Total","From 15 to 64 years","Employed persons","Thousand",2137100,"se"
"471",2008,"Iceland","Total","Total","From 15 to 64 years","Employed persons","Thousand",170600,"is"
"477",2008,"Iceland","Males","Total","From 15 to 64 years","Employed persons","Thousand",92700,"is"
"483",2008,"Iceland","Females","Total","From 15 to 64 years","Employed persons","Thousand",77900,"is"
"489",2008,"Norway","Total","Total","From 15 to 64 years","Employed persons","Thousand",2457400,"no"
"495",2008,"Norway","Males","Total","From 15 to 64 years","Employed persons","Thousand",1290300,"no"
"501",2008,"Norway","Females","Total","From 15 to 64 years","Employed persons","Thousand",1167100,"no"
"507",2008,"Switzerland","Total","Total","From 15 to 64 years","Employed persons","Thousand",4111600,"ch"
"513",2008,"Switzerland","Males","Total","From 15 to 64 years","Employed persons","Thousand",2218800,"ch"
"519",2008,"Switzerland","Females","Total","From 15 to 64 years","Employed persons","Thousand",1892800,"ch"
"525",2008,"Montenegro","Total","Total","From 15 to 64 years","Employed persons","Thousand",0,"me"
"531",2008,"Montenegro","Males","Total","From 15 to 64 years","Employed persons","Thousand",0,"me"
"537",2008,"Montenegro","Females","Total","From 15 to 64 years","Employed persons","Thousand",0,"me"
"543",2008,"Serbia","Total","Total","From 15 to 64 years","Employed persons","Thousand",0,"rs"
"549",2008,"Serbia","Males","Total","From 15 to 64 years","Employed persons","Thousand",0,"rs"
"555",2008,"Serbia","Females","Total","From 15 to 64 years","Employed persons","Thousand",0,"rs"
"561",2008,"Turkey","Total","Total","From 15 to 64 years","Employed persons","Thousand",20633300,"tr"
"567",2008,"Turkey","Males","Total","From 15 to 64 years","Employed persons","Thousand",15191700,"tr"
"573",2008,"Turkey","Females","Total","From 15 to 64 years","Employed persons","Thousand",5441600,"tr"
"579",2009,"Belgium","Total","Total","From 15 to 64 years","Employed persons","Thousand",4389400,"be"
"585",2009,"Belgium","Males","Total","From 15 to 64 years","Employed persons","Thousand",2405600,"be"
"591",2009,"Belgium","Females","Total","From 15 to 64 years","Employed persons","Thousand",1983800,"be"
"597",2009,"Bulgaria","Total","Total","From 15 to 64 years","Employed persons","Thousand",3204800,"bg"
"603",2009,"Bulgaria","Males","Total","From 15 to 64 years","Employed persons","Thousand",1698700,"bg"
"609",2009,"Bulgaria","Females","Total","From 15 to 64 years","Employed persons","Thousand",1506100,"bg"
"615",2009,"Czechia","Total","Total","From 15 to 64 years","Employed persons","Thousand",4857200,"cz"
"621",2009,"Czechia","Males","Total","From 15 to 64 years","Employed persons","Thousand",2776700,"cz"
"627",2009,"Czechia","Females","Total","From 15 to 64 years","Employed persons","Thousand",2080600,"cz"
"633",2009,"Denmark","Total","Total","From 15 to 64 years","Employed persons","Thousand",2724100,"dk"
"639",2009,"Denmark","Males","Total","From 15 to 64 years","Employed persons","Thousand",1421100,"dk"
"645",2009,"Denmark","Females","Total","From 15 to 64 years","Employed persons","Thousand",1303000,"dk"
"651",2009,"Estonia","Total","Total","From 15 to 64 years","Employed persons","Thousand",573500,"ee"
"657",2009,"Estonia","Males","Total","From 15 to 64 years","Employed persons","Thousand",281600,"ee"
"663",2009,"Estonia","Females","Total","From 15 to 64 years","Employed persons","Thousand",291900,"ee"
"669",2009,"Ireland","Total","Total","From 15 to 64 years","Employed persons","Thousand",1970000,"ie"
"675",2009,"Ireland","Males","Total","From 15 to 64 years","Employed persons","Thousand",1057600,"ie"
"681",2009,"Ireland","Females","Total","From 15 to 64 years","Employed persons","Thousand",912400,"ie"
"687",2009,"Greece","Total","Total","From 15 to 64 years","Employed persons","Thousand",4469200,"gr"
"693",2009,"Greece","Males","Total","From 15 to 64 years","Employed persons","Thousand",2660400,"gr"
"699",2009,"Greece","Females","Total","From 15 to 64 years","Employed persons","Thousand",1808800,"gr"
"705",2009,"Spain","Total","Total","From 15 to 64 years","Employed persons","Thousand",18957500,"es"
"711",2009,"Spain","Males","Total","From 15 to 64 years","Employed persons","Thousand",10643300,"es"
"717",2009,"Spain","Females","Total","From 15 to 64 years","Employed persons","Thousand",8314200,"es"
"723",2009,"France","Total","Total","From 15 to 64 years","Employed persons","Thousand",25544500,"fr"
"729",2009,"France","Males","Total","From 15 to 64 years","Employed persons","Thousand",13405700,"fr"
"735",2009,"France","Females","Total","From 15 to 64 years","Employed persons","Thousand",12138800,"fr"
"741",2009,"Croatia","Total","Total","From 15 to 64 years","Employed persons","Thousand",1708200,"hr"
"747",2009,"Croatia","Males","Total","From 15 to 64 years","Employed persons","Thousand",936500,"hr"
"753",2009,"Croatia","Females","Total","From 15 to 64 years","Employed persons","Thousand",771700,"hr"
"759",2009,"Italy","Total","Total","From 15 to 64 years","Employed persons","Thousand",22324200,"it"
"765",2009,"Italy","Males","Total","From 15 to 64 years","Employed persons","Thousand",13252200,"it"
"771",2009,"Italy","Females","Total","From 15 to 64 years","Employed persons","Thousand",9072000,"it"
"777",2009,"Cyprus","Total","Total","From 15 to 64 years","Employed persons","Thousand",371000,"cy"
"783",2009,"Cyprus","Males","Total","From 15 to 64 years","Employed persons","Thousand",196100,"cy"
"789",2009,"Cyprus","Females","Total","From 15 to 64 years","Employed persons","Thousand",174900,"cy"
"795",2009,"Latvia","Total","Total","From 15 to 64 years","Employed persons","Thousand",876800,"lv"
"801",2009,"Latvia","Males","Total","From 15 to 64 years","Employed persons","Thousand",420400,"lv"
"807",2009,"Latvia","Females","Total","From 15 to 64 years","Employed persons","Thousand",456300,"lv"
"813",2009,"Lithuania","Total","Total","From 15 to 64 years","Employed persons","Thousand",1289700,"lt"
"819",2009,"Lithuania","Males","Total","From 15 to 64 years","Employed persons","Thousand",616000,"lt"
"825",2009,"Lithuania","Females","Total","From 15 to 64 years","Employed persons","Thousand",673600,"lt"
"831",2009,"Luxembourg","Total","Total","From 15 to 64 years","Employed persons","Thousand",214800,"lu"
"837",2009,"Luxembourg","Males","Total","From 15 to 64 years","Employed persons","Thousand",122300,"lu"
"843",2009,"Luxembourg","Females","Total","From 15 to 64 years","Employed persons","Thousand",92600,"lu"
"849",2009,"Hungary","Total","Total","From 15 to 64 years","Employed persons","Thousand",3717300,"hu"
"855",2009,"Hungary","Males","Total","From 15 to 64 years","Employed persons","Thousand",2006500,"hu"
"861",2009,"Hungary","Females","Total","From 15 to 64 years","Employed persons","Thousand",1710800,"hu"
"867",2009,"Malta","Total","Total","From 15 to 64 years","Employed persons","Thousand",157900,"mt"
"873",2009,"Malta","Males","Total","From 15 to 64 years","Employed persons","Thousand",104400,"mt"
"879",2009,"Malta","Females","Total","From 15 to 64 years","Employed persons","Thousand",53500,"mt"
"885",2009,"Netherlands","Total","Total","From 15 to 64 years","Employed persons","Thousand",8443400,"nl"
"891",2009,"Netherlands","Males","Total","From 15 to 64 years","Employed persons","Thousand",4540300,"nl"
"897",2009,"Netherlands","Females","Total","From 15 to 64 years","Employed persons","Thousand",3903100,"nl"
"903",2009,"Austria","Total","Total","From 15 to 64 years","Employed persons","Thousand",3909300,"at"
"909",2009,"Austria","Males","Total","From 15 to 64 years","Employed persons","Thousand",2087200,"at"
"915",2009,"Austria","Females","Total","From 15 to 64 years","Employed persons","Thousand",1822100,"at"
"921",2009,"Poland","Total","Total","From 15 to 64 years","Employed persons","Thousand",15629500,"pl"
"927",2009,"Poland","Males","Total","From 15 to 64 years","Employed persons","Thousand",8577600,"pl"
"933",2009,"Poland","Females","Total","From 15 to 64 years","Employed persons","Thousand",7051900,"pl"
"939",2009,"Portugal","Total","Total","From 15 to 64 years","Employed persons","Thousand",4644900,"pt"
"945",2009,"Portugal","Males","Total","From 15 to 64 years","Employed persons","Thousand",2435900,"pt"
"951",2009,"Portugal","Females","Total","From 15 to 64 years","Employed persons","Thousand",2209000,"pt"
"957",2009,"Romania","Total","Total","From 15 to 64 years","Employed persons","Thousand",8804700,"ro"
"963",2009,"Romania","Males","Total","From 15 to 64 years","Employed persons","Thousand",4889500,"ro"
"969",2009,"Romania","Females","Total","From 15 to 64 years","Employed persons","Thousand",3915200,"ro"
"975",2009,"Slovenia","Total","Total","From 15 to 64 years","Employed persons","Thousand",954800,"si"
"981",2009,"Slovenia","Males","Total","From 15 to 64 years","Employed persons","Thousand",516200,"si"
"987",2009,"Slovenia","Females","Total","From 15 to 64 years","Employed persons","Thousand",438600,"si"
"993",2009,"Slovakia","Total","Total","From 15 to 64 years","Employed persons","Thousand",2356600,"sk"
"999",2009,"Slovakia","Males","Total","From 15 to 64 years","Employed persons","Thousand",1320400,"sk"
"1005",2009,"Slovakia","Females","Total","From 15 to 64 years","Employed persons","Thousand",1036200,"sk"
"1011",2009,"Finland","Total","Total","From 15 to 64 years","Employed persons","Thousand",2423300,"fi"
"1017",2009,"Finland","Males","Total","From 15 to 64 years","Employed persons","Thousand",1232900,"fi"
"1023",2009,"Finland","Females","Total","From 15 to 64 years","Employed persons","Thousand",1190500,"fi"
"1029",2009,"Sweden","Total","Total","From 15 to 64 years","Employed persons","Thousand",4391400,"se"
"1035",2009,"Sweden","Males","Total","From 15 to 64 years","Employed persons","Thousand",2290700,"se"
"1041",2009,"Sweden","Females","Total","From 15 to 64 years","Employed persons","Thousand",2100800,"se"
"1047",2009,"Iceland","Total","Total","From 15 to 64 years","Employed persons","Thousand",159700,"is"
"1053",2009,"Iceland","Males","Total","From 15 to 64 years","Employed persons","Thousand",83600,"is"
"1059",2009,"Iceland","Females","Total","From 15 to 64 years","Employed persons","Thousand",76000,"is"
"1065",2009,"Norway","Total","Total","From 15 to 64 years","Employed persons","Thousand",2437400,"no"
"1071",2009,"Norway","Males","Total","From 15 to 64 years","Employed persons","Thousand",1272600,"no"
"1077",2009,"Norway","Females","Total","From 15 to 64 years","Employed persons","Thousand",1164900,"no"
"1083",2009,"Switzerland","Total","Total","From 15 to 64 years","Employed persons","Thousand",4140400,"ch"
"1089",2009,"Switzerland","Males","Total","From 15 to 64 years","Employed persons","Thousand",2225900,"ch"
"1095",2009,"Switzerland","Females","Total","From 15 to 64 years","Employed persons","Thousand",1914500,"ch"
"1101",2009,"Montenegro","Total","Total","From 15 to 64 years","Employed persons","Thousand",0,"me"
"1107",2009,"Montenegro","Males","Total","From 15 to 64 years","Employed persons","Thousand",0,"me"
"1113",2009,"Montenegro","Females","Total","From 15 to 64 years","Employed persons","Thousand",0,"me"
"1119",2009,"Serbia","Total","Total","From 15 to 64 years","Employed persons","Thousand",0,"rs"
"1125",2009,"Serbia","Males","Total","From 15 to 64 years","Employed persons","Thousand",0,"rs"
"1131",2009,"Serbia","Females","Total","From 15 to 64 years","Employed persons","Thousand",0,"rs"
"1137",2009,"Turkey","Total","Total","From 15 to 64 years","Employed persons","Thousand",20697600,"tr"
"1143",2009,"Turkey","Males","Total","From 15 to 64 years","Employed persons","Thousand",14991700,"tr"
"1149",2009,"Turkey","Females","Total","From 15 to 64 years","Employed persons","Thousand",5705900,"tr"
"1155",2010,"Belgium","Total","Total","From 15 to 64 years","Employed persons","Thousand",4450600,"be"
"1161",2010,"Belgium","Males","Total","From 15 to 64 years","Employed persons","Thousand",2432600,"be"
"1167",2010,"Belgium","Females","Total","From 15 to 64 years","Employed persons","Thousand",2018000,"be"
"1173",2010,"Bulgaria","Total","Total","From 15 to 64 years","Employed persons","Thousand",3037000,"bg"
"1179",2010,"Bulgaria","Males","Total","From 15 to 64 years","Employed persons","Thousand",1613600,"bg"
"1185",2010,"Bulgaria","Females","Total","From 15 to 64 years","Employed persons","Thousand",1423400,"bg"
"1191",2010,"Czechia","Total","Total","From 15 to 64 years","Employed persons","Thousand",4809600,"cz"
"1197",2010,"Czechia","Males","Total","From 15 to 64 years","Employed persons","Thousand",2752500,"cz"
"1203",2010,"Czechia","Females","Total","From 15 to 64 years","Employed persons","Thousand",2057100,"cz"
"1209",2010,"Denmark","Total","Total","From 15 to 64 years","Employed persons","Thousand",2654000,"dk"
"1215",2010,"Denmark","Males","Total","From 15 to 64 years","Employed persons","Thousand",1378100,"dk"
"1221",2010,"Denmark","Females","Total","From 15 to 64 years","Employed persons","Thousand",1275900,"dk"
"1227",2010,"Estonia","Total","Total","From 15 to 64 years","Employed persons","Thousand",548200,"ee"
"1233",2010,"Estonia","Males","Total","From 15 to 64 years","Employed persons","Thousand",269300,"ee"
"1239",2010,"Estonia","Females","Total","From 15 to 64 years","Employed persons","Thousand",278900,"ee"
"1245",2010,"Ireland","Total","Total","From 15 to 64 years","Employed persons","Thousand",1879000,"ie"
"1251",2010,"Ireland","Males","Total","From 15 to 64 years","Employed persons","Thousand",998400,"ie"
"1257",2010,"Ireland","Females","Total","From 15 to 64 years","Employed persons","Thousand",880700,"ie"
"1263",2010,"Greece","Total","Total","From 15 to 64 years","Employed persons","Thousand",4306400,"gr"
"1269",2010,"Greece","Males","Total","From 15 to 64 years","Employed persons","Thousand",2541600,"gr"
"1275",2010,"Greece","Females","Total","From 15 to 64 years","Employed persons","Thousand",1764700,"gr"
"1281",2010,"Spain","Total","Total","From 15 to 64 years","Employed persons","Thousand",18573700,"es"
"1287",2010,"Spain","Males","Total","From 15 to 64 years","Employed persons","Thousand",10337600,"es"
"1293",2010,"Spain","Females","Total","From 15 to 64 years","Employed persons","Thousand",8236200,"es"
"1299",2010,"France","Total","Total","From 15 to 64 years","Employed persons","Thousand",25580700,"fr"
"1305",2010,"France","Males","Total","From 15 to 64 years","Employed persons","Thousand",13426700,"fr"
"1311",2010,"France","Females","Total","From 15 to 64 years","Employed persons","Thousand",12153900,"fr"
"1317",2010,"Croatia","Total","Total","From 15 to 64 years","Employed persons","Thousand",1648700,"hr"
"1323",2010,"Croatia","Males","Total","From 15 to 64 years","Employed persons","Thousand",899300,"hr"
"1329",2010,"Croatia","Females","Total","From 15 to 64 years","Employed persons","Thousand",749400,"hr"
"1335",2010,"Italy","Total","Total","From 15 to 64 years","Employed persons","Thousand",22151600,"it"
"1341",2010,"Italy","Males","Total","From 15 to 64 years","Employed persons","Thousand",13088100,"it"
"1347",2010,"Italy","Females","Total","From 15 to 64 years","Employed persons","Thousand",9063500,"it"
"1353",2010,"Cyprus","Total","Total","From 15 to 64 years","Employed persons","Thousand",382300,"cy"
"1359",2010,"Cyprus","Males","Total","From 15 to 64 years","Employed persons","Thousand",199200,"cy"
"1365",2010,"Cyprus","Females","Total","From 15 to 64 years","Employed persons","Thousand",183100,"cy"
"1371",2010,"Latvia","Total","Total","From 15 to 64 years","Employed persons","Thousand",828800,"lv"
"1377",2010,"Latvia","Males","Total","From 15 to 64 years","Employed persons","Thousand",393300,"lv"
"1383",2010,"Latvia","Females","Total","From 15 to 64 years","Employed persons","Thousand",435500,"lv"
"1389",2010,"Lithuania","Total","Total","From 15 to 64 years","Employed persons","Thousand",1224200,"lt"
"1395",2010,"Lithuania","Males","Total","From 15 to 64 years","Employed persons","Thousand",578600,"lt"
"1401",2010,"Lithuania","Females","Total","From 15 to 64 years","Employed persons","Thousand",645600,"lt"
"1407",2010,"Luxembourg","Total","Total","From 15 to 64 years","Employed persons","Thousand",218600,"lu"
"1413",2010,"Luxembourg","Males","Total","From 15 to 64 years","Employed persons","Thousand",123500,"lu"
"1419",2010,"Luxembourg","Females","Total","From 15 to 64 years","Employed persons","Thousand",95100,"lu"
"1425",2010,"Hungary","Total","Total","From 15 to 64 years","Employed persons","Thousand",3701300,"hu"
"1431",2010,"Hungary","Males","Total","From 15 to 64 years","Employed persons","Thousand",1975000,"hu"
"1437",2010,"Hungary","Females","Total","From 15 to 64 years","Employed persons","Thousand",1726300,"hu"
"1443",2010,"Malta","Total","Total","From 15 to 64 years","Employed persons","Thousand",160500,"mt"
"1449",2010,"Malta","Males","Total","From 15 to 64 years","Employed persons","Thousand",105000,"mt"
"1455",2010,"Malta","Females","Total","From 15 to 64 years","Employed persons","Thousand",55500,"mt"
"1461",2010,"Netherlands","Total","Total","From 15 to 64 years","Employed persons","Thousand",8226900,"nl"
"1467",2010,"Netherlands","Males","Total","From 15 to 64 years","Employed persons","Thousand",4425300,"nl"
"1473",2010,"Netherlands","Females","Total","From 15 to 64 years","Employed persons","Thousand",3801600,"nl"
"1479",2010,"Austria","Total","Total","From 15 to 64 years","Employed persons","Thousand",3943900,"at"
"1485",2010,"Austria","Males","Total","From 15 to 64 years","Employed persons","Thousand",2103500,"at"
"1491",2010,"Austria","Females","Total","From 15 to 64 years","Employed persons","Thousand",1840400,"at"
"1497",2010,"Poland","Total","Total","From 15 to 64 years","Employed persons","Thousand",15233000,"pl"
"1503",2010,"Poland","Males","Total","From 15 to 64 years","Employed persons","Thousand",8418100,"pl"
"1509",2010,"Poland","Females","Total","From 15 to 64 years","Employed persons","Thousand",6814900,"pl"
"1515",2010,"Portugal","Total","Total","From 15 to 64 years","Employed persons","Thousand",4576500,"pt"
"1521",2010,"Portugal","Males","Total","From 15 to 64 years","Employed persons","Thousand",2389800,"pt"
"1527",2010,"Portugal","Females","Total","From 15 to 64 years","Employed persons","Thousand",2186800,"pt"
"1533",2010,"Romania","Total","Total","From 15 to 64 years","Employed persons","Thousand",8306700,"ro"
"1539",2010,"Romania","Males","Total","From 15 to 64 years","Employed persons","Thousand",4688600,"ro"
"1545",2010,"Romania","Females","Total","From 15 to 64 years","Employed persons","Thousand",3618100,"ro"
"1551",2010,"Slovenia","Total","Total","From 15 to 64 years","Employed persons","Thousand",941500,"si"
"1557",2010,"Slovenia","Males","Total","From 15 to 64 years","Employed persons","Thousand",509400,"si"
"1563",2010,"Slovenia","Females","Total","From 15 to 64 years","Employed persons","Thousand",432100,"si"
"1569",2010,"Slovakia","Total","Total","From 15 to 64 years","Employed persons","Thousand",2307200,"sk"
"1575",2010,"Slovakia","Males","Total","From 15 to 64 years","Employed persons","Thousand",1278500,"sk"
"1581",2010,"Slovakia","Females","Total","From 15 to 64 years","Employed persons","Thousand",1028700,"sk"
"1587",2010,"Finland","Total","Total","From 15 to 64 years","Employed persons","Thousand",2410100,"fi"
"1593",2010,"Finland","Males","Total","From 15 to 64 years","Employed persons","Thousand",1234200,"fi"
"1599",2010,"Finland","Females","Total","From 15 to 64 years","Employed persons","Thousand",1176000,"fi"
"1605",2010,"Sweden","Total","Total","From 15 to 64 years","Employed persons","Thousand",4403100,"se"
"1611",2010,"Sweden","Males","Total","From 15 to 64 years","Employed persons","Thousand",2311500,"se"
"1617",2010,"Sweden","Females","Total","From 15 to 64 years","Employed persons","Thousand",2091600,"se"
"1623",2010,"Iceland","Total","Total","From 15 to 64 years","Employed persons","Thousand",158800,"is"
"1629",2010,"Iceland","Males","Total","From 15 to 64 years","Employed persons","Thousand",82200,"is"
"1635",2010,"Iceland","Females","Total","From 15 to 64 years","Employed persons","Thousand",76500,"is"
"1641",2010,"Norway","Total","Total","From 15 to 64 years","Employed persons","Thousand",2431700,"no"
"1647",2010,"Norway","Males","Total","From 15 to 64 years","Employed persons","Thousand",1272400,"no"
"1653",2010,"Norway","Females","Total","From 15 to 64 years","Employed persons","Thousand",1159200,"no"
"1659",2010,"Switzerland","Total","Total","From 15 to 64 years","Employed persons","Thousand",4087100,"ch"
"1665",2010,"Switzerland","Males","Total","From 15 to 64 years","Employed persons","Thousand",2215500,"ch"
"1671",2010,"Switzerland","Females","Total","From 15 to 64 years","Employed persons","Thousand",1871600,"ch"
"1677",2010,"Montenegro","Total","Total","From 15 to 64 years","Employed persons","Thousand",0,"me"
"1683",2010,"Montenegro","Males","Total","From 15 to 64 years","Employed persons","Thousand",0,"me"
"1689",2010,"Montenegro","Females","Total","From 15 to 64 years","Employed persons","Thousand",0,"me"
"1695",2010,"Serbia","Total","Total","From 15 to 64 years","Employed persons","Thousand",2273900,"rs"
"1701",2010,"Serbia","Males","Total","From 15 to 64 years","Employed persons","Thousand",1301800,"rs"
"1707",2010,"Serbia","Females","Total","From 15 to 64 years","Employed persons","Thousand",972100,"rs"
"1713",2010,"Turkey","Total","Total","From 15 to 64 years","Employed persons","Thousand",22002600,"tr"
"1719",2010,"Turkey","Males","Total","From 15 to 64 years","Employed persons","Thousand",15744200,"tr"
"1725",2010,"Turkey","Females","Total","From 15 to 64 years","Employed persons","Thousand",6258400,"tr"
"1731",2011,"Belgium","Total","Total","From 15 to 64 years","Employed persons","Thousand",4470500,"be"
"1737",2011,"Belgium","Males","Total","From 15 to 64 years","Employed persons","Thousand",2434500,"be"
"1743",2011,"Belgium","Females","Total","From 15 to 64 years","Employed persons","Thousand",2035900,"be"
