TIME,GEO,SEX,CITIZEN,AGE,WSTATUS,UNIT,Value
2008,Spanien,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"22.908,5"
2008,Spanien,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"2.592,0"
2008,Spanien,Männer,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"13.026,4"
2008,Spanien,Männer,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"1.318,3"
2008,Spanien,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"9.882,1"
2008,Spanien,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"1.273,7"
2008,Frankreich,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"27.759,4"
2008,Frankreich,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"1.966,9"
2008,Frankreich,Männer,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"14.596,0"
2008,Frankreich,Männer,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"984,2"
2008,Frankreich,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"13.163,3"
2008,Frankreich,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"982,7"
2008,Kroatien,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"1.890,0"
2008,Kroatien,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"165,0"
2008,Kroatien,Männer,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"1.041,0"
2008,Kroatien,Männer,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"74,7"
2008,Kroatien,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"849,0"
2008,Kroatien,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"90,3"
2008,Italien,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"24.356,5"
2008,Italien,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"1.657,9"
2008,Italien,Männer,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"14.313,0"
2008,Italien,Männer,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"800,0"
2008,Italien,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"10.043,5"
2008,Italien,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"857,9"
2008,Zypern,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"385,7"
2008,Zypern,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"14,5"
2008,Zypern,Männer,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"209,8"
2008,Zypern,Männer,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"7,0"
2008,Zypern,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"175,9"
2008,Zypern,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"7,6"
2008,Lettland,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"1.096,9"
2008,Lettland,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"88,1"
2008,Lettland,Männer,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"556,2"
2008,Lettland,Männer,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"48,5"
2008,Lettland,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"540,7"
2008,Lettland,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"39,6"
2008,Litauen,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"1.484,3"
2008,Litauen,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"87,4"
2008,Litauen,Männer,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"748,4"
2008,Litauen,Männer,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"45,6"
2008,Litauen,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"735,8"
2008,Litauen,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"41,8"
2008,Luxemburg,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"212,6"
2008,Luxemburg,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"10,8"
2008,Luxemburg,Männer,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"120,4"
2008,Luxemburg,Männer,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"5,2"
2008,Luxemburg,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"92,1"
2008,Luxemburg,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"5,6"
2008,Ungarn,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"4.144,0"
2008,Ungarn,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"325,9"
2008,Ungarn,Männer,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"2.249,4"
2008,Ungarn,Männer,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"173,6"
2008,Ungarn,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"1.894,5"
2008,Ungarn,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"152,4"
2008,Malta,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"167,8"
2008,Malta,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"10,1"
2008,Malta,Männer,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"111,2"
2008,Malta,Männer,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"6,2"
2008,Malta,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"56,6"
2008,Malta,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"3,8"
2008,Niederlande,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"8.704,2"
2008,Niederlande,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"236,6"
2008,Niederlande,Männer,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"4.704,8"
2008,Niederlande,Männer,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"117,2"
2008,Niederlande,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"3.999,4"
2008,Niederlande,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"119,4"
2008,Österreich,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"4.100,5"
2008,Österreich,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"171,8"
2008,Österreich,Männer,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"2.209,3"
2008,Österreich,Männer,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"87,4"
2008,Österreich,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"1.891,2"
2008,Österreich,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"84,4"
2008,Polen,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"16.764,6"
2008,Polen,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"1.207,2"
2008,Polen,Männer,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"9.169,8"
2008,Polen,Männer,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"596,7"
2008,Polen,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"7.594,8"
2008,Polen,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"610,4"
2008,Portugal,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"5.203,2"
2008,Portugal,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"417,5"
2008,Portugal,Männer,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"2.730,6"
2008,Portugal,Männer,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"188,2"
2008,Portugal,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"2.472,6"
2008,Portugal,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"229,3"
2008,Rumänien,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"9.457,4"
2008,Rumänien,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"575,2"
2008,Rumänien,Männer,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"5.293,6"
2008,Rumänien,Männer,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"368,9"
2008,Rumänien,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"4.163,8"
2008,Rumänien,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"206,2"
2008,Slowenien,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"1.020,7"
2008,Slowenien,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"45,5"
2008,Slowenien,Männer,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"554,4"
2008,Slowenien,Männer,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"22,6"
2008,Slowenien,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"466,3"
2008,Slowenien,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"23,0"
2008,Slowakei,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"2.679,0"
2008,Slowakei,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"255,5"
2008,Slowakei,Männer,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"1.481,4"
2008,Slowakei,Männer,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"124,3"
2008,Slowakei,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"1.197,5"
2008,Slowakei,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"131,3"
2008,Finnland,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"2.669,0"
2008,Finnland,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"171,8"
2008,Finnland,Männer,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"1.376,1"
2008,Finnland,Männer,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"84,7"
2008,Finnland,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"1.292,8"
2008,Finnland,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"87,1"
2008,Schweden,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"4.797,1"
2008,Schweden,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"303,3"
2008,Schweden,Männer,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"2.508,3"
2008,Schweden,Männer,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"151,7"
2008,Schweden,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"2.288,8"
2008,Schweden,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"151,6"
2008,Vereinigtes Königreich,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"30.569,2"
2008,Vereinigtes Königreich,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"1.741,9"
2008,Vereinigtes Königreich,Männer,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"16.462,2"
2008,Vereinigtes Königreich,Männer,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"1.015,3"
2008,Vereinigtes Königreich,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"14.107,0"
2008,Vereinigtes Königreich,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"726,6"
2008,Island,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"175,9"
2008,Island,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"5,3"
2008,Island,Männer,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"95,8"
2008,Island,Männer,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"3,2"
2008,Island,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"80,0"
2008,Island,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"2,1"
2008,Norwegen,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"2.522,9"
2008,Norwegen,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"65,5"
2008,Norwegen,Männer,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"1.327,1"
2008,Norwegen,Männer,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"36,7"
2008,Norwegen,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"1.195,9"
2008,Norwegen,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"28,8"
2008,Schweiz,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"4.257,0"
2008,Schweiz,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"145,4"
2008,Schweiz,Männer,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"2.284,8"
2008,Schweiz,Männer,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"66,0"
2008,Schweiz,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"1.972,2"
2008,Schweiz,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"79,4"
2008,Montenegro,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,:
2008,Montenegro,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,:
2008,Montenegro,Männer,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,:
2008,Montenegro,Männer,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,:
2008,Montenegro,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,:
2008,Montenegro,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,:
2008,Die ehemalige jugoslawische Republik Mazedonien,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"911,6"
2008,Die ehemalige jugoslawische Republik Mazedonien,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"309,7"
2008,Die ehemalige jugoslawische Republik Mazedonien,Männer,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"556,4"
2008,Die ehemalige jugoslawische Republik Mazedonien,Männer,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"187,7"
2008,Die ehemalige jugoslawische Republik Mazedonien,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"355,2"
2008,Die ehemalige jugoslawische Republik Mazedonien,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"122,0"
2008,Serbien,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,:
2008,Serbien,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,:
2008,Serbien,Männer,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,:
2008,Serbien,Männer,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,:
2008,Serbien,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,:
2008,Serbien,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,:
2008,Türkei,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"22.908,0"
2008,Türkei,Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"2.274,7"
2008,Türkei,Männer,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"16.846,5"
2008,Türkei,Männer,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"1.654,8"
2008,Türkei,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"6.061,5"
2008,Türkei,Frauen,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"619,9"
2009,Europäische Union (derzeitige Zusammensetzung),Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbspersonen,Tausend,"236.302,4"
2009,Europäische Union (derzeitige Zusammensetzung),Insgesamt,Insgesamt,15 bis 64 Jahre,Erwerbslose,Tausend,"21.268,1"
